artist,song,year,decade,genre,popularity,danceability,energy,valence,tempo,loudness_norm,hit_formula_score
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2019,2010s,hip hop,79,0.755,0.522,0.925,89.96,0.7978061073228581,0.7067
The Wanted,Glad You Came,2011,2010s,"pop, Dance/Electronic",77,0.722,0.851,0.452,126.885,0.8222650459531573,0.7065
Usher,U Don't Have to Call,2001,2000s,"hip hop, pop, R&B",59,0.793,0.568,0.806,100.005,0.7686530289554303,0.7064
The Offspring,"You're Gonna Go Far, Kid",2008,2000s,"rock, pop, metal",78,0.55,0.917,0.601,126.115,0.8575452119774681,0.7061
Ozuna,Vaina Loca,2018,2010s,latin,72,0.754,0.805,0.555,93.982,0.8036861349935764,0.706
Anastacia,I'm Outta Love - Radio Edit,1999,1990s,pop,64,0.761,0.716,0.649,119.41,0.7270481272853048,0.7059
Owl City,Good Time,2012,2010s,"rock, pop",77,0.56,0.872,0.682,126.05,0.8026978950489178,0.7058
Katy Perry,Firework,2010,2010s,pop,72,0.638,0.832,0.648,124.071,0.7646506571795632,0.7057
Example,Kickstarts,2010,2010s,"pop, Dance/Electronic",63,0.61,0.836,0.657,126.056,0.7935072635635931,0.7055
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),2003,2000s,"hip hop, pop, R&B",61,0.646,0.6,0.811,192.082,0.6890503014131831,0.7054
Gnarls Barkley,Crazy,2006,2000s,"hip hop, R&B",74,0.855,0.587,0.64,111.97,0.7868860559343809,0.7053
Black Eyed Peas,I Gotta Feeling,2009,2000s,"hip hop, pop",80,0.743,0.766,0.61,127.96,0.6986362288763711,0.7052
Drake,Nice For What,2018,2010s,"hip hop, pop, R&B",77,0.585,0.909,0.758,93.372,0.6937444411503113,0.7051
Rich Boy,Throw Some D's,2007,2000s,"hip hop, pop",57,0.697,0.86,0.433,160.895,0.7576341535724873,0.7048
Petey Pablo,Freek-A-Leek,2003,2000s,"hip hop, pop",56,0.737,0.697,0.662,104.917,0.8300227295187271,0.7047
Jessie J,Domino,2011,2010s,"hip hop, pop",74,0.758,0.557,0.781,126.986,0.7879237078762724,0.7045
P!nk,Stupid Girls,2006,2000s,pop,0,0.683,0.886,0.566,100.04,0.7643541851961656,0.7043
Joe,Stutter (feat. Mystikal) - Double Take Remix,2000,2000s,"pop, R&B",57,0.767,0.759,0.677,89.989,0.6916691372665283,0.704
Twenty One Pilots,Stressed Out,2015,2010s,rock,83,0.734,0.637,0.648,169.977,0.733125802944955,0.704
Jonas Blue,Rise,2018,2010s,"pop, Dance/Electronic",70,0.687,0.785,0.655,106.046,0.7838719241031722,0.704
Sean Paul,Like Glue,2002,2000s,"hip hop, pop",61,0.757,0.78,0.59,97.917,0.7647000691767961,0.7038
Burak Yeter,Tuesday (feat. Danelle Sandoval),2016,2010s,Dance/Electronic,72,0.841,0.639,0.675,99.002,0.714596303982607,0.7037
Shaggy,It Wasn't Me,2000,2000s,"hip hop, pop",76,0.853,0.606,0.654,94.759,0.7865401719537504,0.7036
Atomic Kitten,The Tide Is High - Radio Mix,2002,2000s,pop,65,0.783,0.649,0.665,103.997,0.8097143986559937,0.7036
Kanye West,Jesus Walks,2004,2000s,hip hop,73,0.637,0.834,0.715,87.312,0.7820930922027868,0.7036
Martin Solveig,Intoxicated - New Radio Mix,2015,2010s,"pop, Dance/Electronic",48,0.8,0.677,0.547,125.004,0.8148532463682182,0.7034
Tinie Tempah,Written in the Stars (feat. Eric Turner),2010,2010s,"hip hop, pop, Dance/Electronic",57,0.656,0.931,0.534,91.881,0.8067002668247851,0.7033
WILLOW,Wait a Minute!,2015,2010s,"pop, R&B, Dance/Electronic",86,0.764,0.705,0.672,101.003,0.7527917778436605,0.7033
Daya,"Sit Still, Look Pretty",2016,2010s,"rock, pop, Dance/Electronic",1,0.657,0.739,0.543,181.994,0.8119873505287084,0.7032
Sean Paul,I'm Still in Love with You (feat. Sasha),2002,2000s,"hip hop, pop",68,0.765,0.666,0.756,87.002,0.747603518134203,0.7028
Kevin Lyttle,Turn Me On,2004,2000s,hip hop,67,0.677,0.682,0.875,106.279,0.6737325822709754,0.7028
Nio Garcia,Te Boté - Remix,2018,2010s,latin,76,0.903,0.675,0.442,96.507,0.8434133807688506,0.7028
Kendrick Lamar,LOVE. FEAT. ZACARI.,2017,2010s,hip hop,80,0.8,0.585,0.779,126.058,0.6508054155548967,0.7027
Enrique Iglesias,Be With You,1999,1990s,"pop, latin",54,0.683,0.866,0.542,121.996,0.7450340942780908,0.7026
Jennifer Hudson,Spotlight,2008,2000s,"pop, R&B, easy listening",60,0.707,0.724,0.659,108.984,0.8215732779918964,0.7026
Justin Bieber,Friends (with BloodPop®),2017,2010s,pop,0,0.744,0.739,0.649,104.99,0.7492835260401225,0.7026
Fall Out Boy,"Dance, Dance",2005,2000s,rock,74,0.622,0.961,0.449,114.452,0.855618144085384,0.7022
Rihanna,Umbrella,2008,2000s,"hip hop, pop, R&B",81,0.583,0.829,0.575,174.028,0.7861942879731199,0.7021
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,2016,2010s,"hip hop, pop, R&B",52,0.527,0.808,0.907,87.025,0.7789801363771124,0.7019
Bob Sinclar,Love Generation - Radio Edit,2005,2000s,"pop, Dance/Electronic",49,0.715,0.812,0.554,128.04,0.7291234311690878,0.7017
No Doubt,It's My Life,2003,2000s,"rock, pop",60,0.612,0.735,0.783,126.326,0.7629212372764107,0.7016
G-Unit,Wanna Get To Know You,2003,2000s,"hip hop, pop",61,0.513,0.826,0.889,76.91,0.8332345093388674,0.7016
No Doubt,It's My Life,2003,2000s,"rock, pop",60,0.612,0.735,0.783,126.326,0.7629212372764107,0.7016
Jonas Blue,Mama,2017,2010s,"pop, Dance/Electronic",51,0.739,0.792,0.547,104.016,0.8033402510129459,0.7016
Frank Ocean,Lost,2012,2010s,"hip hop, pop, R&B",64,0.913,0.603,0.497,123.061,0.7719142207728037,0.7014
Destiny's Child,"Jumpin', Jumpin'",1999,1990s,"pop, R&B",70,0.771,0.685,0.683,88.997,0.7844154560727344,0.7013
One Direction,Best Song Ever,2013,2010s,pop,76,0.652,0.877,0.486,118.491,0.8660934874987647,0.7012
The Script,Superheroes,2014,2010s,"pop, rock",74,0.49,0.885,0.64,166.996,0.8100108706393913,0.7012
Anne-Marie,Ciao Adios,2017,2010s,"pop, Dance/Electronic",57,0.698,0.882,0.445,106.083,0.8615475837533353,0.7012
The Rasmus,In the Shadows,2003,2000s,metal,68,0.6,0.796,0.75,105.991,0.7922225516355372,0.7008
Rihanna,What's My Name?,2010,2010s,"hip hop, pop, R&B",66,0.692,0.786,0.583,100.025,0.8674276114240538,0.7008
Rihanna,What's My Name?,2010,2010s,"hip hop, pop, R&B",66,0.692,0.786,0.583,100.025,0.8674276114240538,0.7008
Route 94,My Love (feat. Jess Glynne),2014,2010s,"pop, Dance/Electronic",72,0.814,0.622,0.726,119.976,0.6394406561913232,0.7008
Ava Max,Sweet but Psycho,2018,2010s,pop,7,0.719,0.704,0.628,133.002,0.7802154363079356,0.7008
P!nk,Most Girls,2000,2000s,pop,52,0.742,0.732,0.694,97.922,0.7148927759660045,0.7006
David Guetta,When Love Takes Over (feat. Kelly Rowland),2010,2010s,"hip hop, pop, Dance/Electronic",69,0.675,0.862,0.498,129.967,0.7856507560035576,0.7004
Nicky Jam,El Perdón - Forgiveness,2017,2010s,latin,51,0.736,0.719,0.656,90.013,0.823945053859077,0.7003
Milky Chance,Stolen Dance,2014,2010s,set(),73,0.885,0.581,0.728,114.016,0.5781697796224923,0.7001
JAY-Z,Izzo (H.O.V.A.),2001,2000s,hip hop,63,0.618,0.844,0.697,84.411,0.8134697104456963,0.7
Armand Van Helden,My My My - Radio Edit,2006,2000s,"pop, Dance/Electronic",40,0.678,0.768,0.758,127.51,0.5935369107619329,0.6998
Kaiser Chiefs,Everyday I Love You Less And Less,2005,2000s,rock,58,0.49,0.956,0.577,160.028,0.7885166518430674,0.6997
Selena Gomez,Kill Em With Kindness,2015,2010s,pop,64,0.757,0.884,0.398,120.012,0.7424646704219785,0.6991
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2016,2010s,"hip hop, pop",75,0.502,0.786,0.739,169.021,0.7973119873505287,0.699
Dua Lipa,New Rules,2017,2010s,pop,61,0.763,0.72,0.592,116.01,0.7576341535724873,0.699
Bow Wow,Let Me Hold You (feat. Omarion),2005,2000s,"hip hop, pop, R&B",62,0.815,0.662,0.611,151.518,0.6062852060480285,0.6989
The Wanted,All Time Low,2010,2010s,"pop, Dance/Electronic",18,0.689,0.615,0.783,134.036,0.765490661132523,0.6989
The Corrs,Breathless,2000,2000s,"pop, Folk/Acoustic",68,0.607,0.82,0.768,126.988,0.6304970846921633,0.6988
DEV,In The Dark,2012,2010s,"pop, Dance/Electronic",52,0.736,0.824,0.443,124.954,0.8045755509437692,0.6986
Black Eyed Peas,My Humps,2005,2000s,"hip hop, pop",67,0.802,0.682,0.586,123.95,0.7209210396284218,0.6984
Rihanna,Don't Stop The Music,2008,2000s,"hip hop, pop, R&B",77,0.835,0.669,0.542,122.668,0.7378199426820832,0.6982
Ludacris,Southern Hospitality (Featuring Pharrell),2000,2000s,"hip hop, pop",54,0.623,0.896,0.613,95.158,0.7804624962941001,0.6981
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),2002,2000s,pop,61,0.859,0.658,0.538,98.989,0.7922225516355372,0.6981
Jason Aldean,Dirt Road Anthem,2010,2010s,country,53,0.678,0.739,0.658,127.037,0.7632177092598083,0.6978
The Saturdays,What About Us,2013,2010s,"pop, Dance/Electronic",61,0.704,0.68,0.689,123.973,0.7788813123826465,0.6978
Katy Perry,California Gurls,2012,2010s,pop,72,0.791,0.754,0.425,125.014,0.8293803735546991,0.6977
Halsey,Bad At Love,2017,2010s,"pop, Dance/Electronic",72,0.675,0.751,0.612,118.384,0.8387686530289553,0.6977
Aaliyah,Try Again,2002,2000s,"hip hop, pop, R&B",53,0.797,0.622,0.731,93.02,0.7348552228481076,0.6975
Robin Schulz,Sugar (feat. Francesco Yates),2015,2010s,"pop, Dance/Electronic",76,0.636,0.815,0.636,123.063,0.7617353493428205,0.6975
Erick Sermon,Music (feat. Marvin Gaye),2001,2000s,"hip hop, pop",57,0.897,0.466,0.884,100.01,0.5663109002865895,0.6974
The Prodigy,Omen,2009,2000s,"rock, pop, Dance/Electronic",57,0.545,0.953,0.558,140.002,0.7580788615475837,0.6971
Wheatus,Teenage Dirtbag,1999,1990s,set(),71,0.625,0.85,0.633,94.661,0.8207332740389366,0.697
Iggy Azalea,Fancy,2014,2010s,"hip hop, pop",69,0.912,0.716,0.377,94.981,0.8090226306947326,0.6968
Eminem,River (feat. Ed Sheeran),2017,2010s,hip hop,72,0.748,0.749,0.659,90.09,0.7213163356062852,0.6967
Fabolous,Throw It In The Bag,2009,2000s,"hip hop, pop, R&B",59,0.789,0.55,0.696,172.049,0.6468524557762625,0.6965
Marshmello,FRIENDS,2018,2010s,"pop, Dance/Electronic",78,0.626,0.88,0.534,95.079,0.8958395098329874,0.6965
Just Jack,Starz In Their Eyes,2006,2000s,Dance/Electronic,52,0.67,0.8,0.656,123.802,0.6810455578614487,0.6963
David Guetta,Bad (feat. Vassy) - Radio Edit,2014,2010s,"hip hop, pop, Dance/Electronic",45,0.614,0.972,0.411,127.966,0.8195967981025793,0.6963
Migos,Walk It Talk It,2018,2010s,"hip hop, pop",75,0.907,0.633,0.395,145.914,0.7594129854728728,0.6962
Martin Jensen,Solo Dance,2016,2010s,"pop, Dance/Electronic",0,0.744,0.836,0.36,114.965,0.8952465658661922,0.696
Jay Sean,Eyes On You - Radio Mix,2004,2000s,"hip hop, pop, R&B",42,0.802,0.672,0.619,96.525,0.7680106729914022,0.6959
Ne-Yo,Mad,2008,2000s,"pop, R&B",64,0.731,0.644,0.691,129.94,0.7493823500345884,0.6959
Drake,Hotline Bling,2016,2010s,"hip hop, pop, R&B",77,0.891,0.628,0.552,134.966,0.625111176993774,0.6959
Plan B,She Said,2010,2010s,Dance/Electronic,62,0.72,0.538,0.815,147.007,0.7245775274236584,0.6957
Post Malone,Circles,2019,2010s,hip hop,85,0.695,0.762,0.553,120.042,0.8408439569127384,0.6957
All Time Low,"Dear Maria, Count Me In",2007,2000s,rock,76,0.459,0.895,0.572,181.04,0.8591758078861547,0.6952
Rihanna,Te Amo,2009,2000s,"hip hop, pop, R&B",67,0.567,0.707,0.751,171.917,0.744095266330665,0.6946
The Pussycat Dolls,Buttons,2005,2000s,"pop, R&B",68,0.565,0.817,0.477,210.851,0.7992884672398458,0.6945
Nicole Scherzinger,Don't Hold Your Breath,2011,2010s,"pop, Dance/Electronic",62,0.66,0.797,0.674,110.955,0.7124221761043581,0.6944
Next,Wifey,2004,2000s,"hip hop, pop, R&B",52,0.829,0.652,0.726,99.581,0.5840992192904437,0.6943
112,Peaches & Cream,2001,2000s,"hip hop, pop, R&B",63,0.677,0.52,0.768,203.862,0.7045656685443226,0.6943
Lil Wayne,A Milli,2008,2000s,"hip hop, pop",69,0.674,0.695,0.773,151.486,0.5869157031327207,0.6943
Beyoncé,7/11,2014,2010s,"pop, R&B",69,0.747,0.705,0.56,136.024,0.7598082814507362,0.6943
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2019,2010s,pop,64,0.746,0.787,0.607,95.005,0.6987350528708369,0.6943
The Game,How We Do,2005,2000s,"hip hop, pop",74,0.862,0.648,0.637,98.012,0.6479395197153869,0.6942
David Guetta,Bang My Head (feat. Sia & Fetty Wap),2015,2010s,"hip hop, pop, Dance/Electronic",47,0.599,0.869,0.593,108.061,0.8309615574661529,0.6942
Drake,Jumpman,2015,2010s,"hip hop, pop, R&B",0,0.853,0.558,0.654,142.079,0.6456171558454392,0.6941
Drake,Jumpman,2015,2010s,"hip hop, pop, R&B",72,0.852,0.553,0.656,142.079,0.6536218993971736,0.6941
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",2005,2000s,"pop, R&B",52,0.939,0.498,0.801,113.053,0.47307046150805415,0.6939
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",2008,2000s,"hip hop, pop, R&B",61,0.648,0.801,0.807,78.946,0.6558948512698883,0.6939
Black Eyed Peas,The Time (Dirty Bit),2010,2010s,"hip hop, pop",69,0.816,0.813,0.436,127.979,0.6283229568139144,0.6935
Flo Rida,My House,2015,2010s,"hip hop, pop",76,0.688,0.702,0.74,94.006,0.7768554204960965,0.6934
Flo Rida,My House,2015,2010s,"hip hop, pop",76,0.688,0.702,0.74,94.006,0.7768554204960965,0.6934
3LW,No More (Baby I'ma Do Right),2000,2000s,"pop, R&B",56,0.721,0.723,0.761,88.933,0.6638007708271568,0.6933
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),2013,2010s,"hip hop, Dance/Electronic",69,0.832,0.659,0.674,100.163,0.6268405968969266,0.6933
Drake,Hotline Bling,2016,2010s,"hip hop, pop, R&B",0,0.903,0.62,0.539,134.96,0.6136970056329677,0.6932
Liberty X,Just A Little,2019,2010s,pop,43,0.786,0.614,0.742,103.887,0.689791481371677,0.6931
Klaxons,Golden Skans,2007,2000s,rock,65,0.463,0.836,0.713,141.955,0.8764700069176796,0.6929
Pitbull,Feel This Moment (feat. Christina Aguilera),2012,2010s,"hip hop, pop, latin",77,0.673,0.758,0.542,135.956,0.8341733372862931,0.6929
One Direction,Drag Me Down,2015,2010s,pop,79,0.73,0.703,0.595,138.113,0.7333728629311196,0.6928
Natasha Bedingfield,Unwritten,2004,2000s,pop,2,0.706,0.8,0.629,100.011,0.7007115327601542,0.6927
Jonas Brothers,Only Human,2019,2010s,pop,71,0.795,0.496,0.874,94.01,0.7229469315149719,0.6927
Gavin DeGraw,In Love With a Girl,2008,2000s,"pop, Folk/Acoustic",51,0.438,0.906,0.684,161.905,0.776460124518233,0.6921
Basshunter,Now You're Gone - Video Edit,2008,2000s,pop,63,0.639,0.976,0.354,147.99,0.7417234904634845,0.6918
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,2016,2010s,"pop, Dance/Electronic",0,0.79,0.705,0.501,121.969,0.7821919161972526,0.6918
Usher,Scream,2012,2010s,"hip hop, pop, R&B",66,0.616,0.862,0.569,127.992,0.7576835655697203,0.6917
Estelle,American Boy,2008,2000s,R&B,78,0.727,0.729,0.512,117.932,0.8658958395098331,0.6916
Gigi D'Agostino,L'Amour Toujours,2011,2010s,pop,1,0.617,0.728,0.808,139.066,0.621701749184702,0.6915
Santana,Into the Night (feat. Chad Kroeger),2007,2000s,"rock, blues, latin",57,0.595,0.844,0.603,127.981,0.7824883881806503,0.6915
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2012,2010s,pop,0,0.821,0.676,0.559,119.012,0.6990809368514675,0.6915
James Blunt,1973,2007,2000s,pop,68,0.72,0.668,0.768,123.007,0.6218993971736337,0.6914
Maroon 5,Payphone,2012,2010s,pop,82,0.743,0.752,0.545,110.015,0.775817768554205,0.6913
Tiësto,Red Lights,2013,2010s,"pop, Dance/Electronic",0,0.653,0.829,0.545,124.989,0.7773001284711927,0.6912
David Guetta,Turn Me On (feat. Nicki Minaj),2012,2010s,"hip hop, pop, Dance/Electronic",65,0.704,0.793,0.412,127.96,0.9016701255064729,0.6911
Chris Brown,Turn Up the Music,2012,2010s,"hip hop, pop, R&B",64,0.594,0.841,0.643,129.925,0.7274434232631682,0.6911
JAY-Z,Run This Town,2009,2000s,hip hop,75,0.632,0.924,0.441,86.844,0.9245972922225516,0.6909
Gotye,Somebody That I Used To Know,2011,2010s,set(),57,0.863,0.527,0.674,129.054,0.6728925783180155,0.6909
Jason Derulo,Talk Dirty (feat. 2 Chainz),2013,2010s,"hip hop, pop",56,0.76,0.652,0.759,100.315,0.6518924794940212,0.6907
Jason Derulo,Talk Dirty (feat. 2 Chainz),2013,2010s,"hip hop, pop",56,0.76,0.652,0.759,100.315,0.6518924794940212,0.6907
The Game,Hate It Or Love It,2005,2000s,"hip hop, pop",77,0.802,0.785,0.435,99.998,0.7773989524656587,0.6905
Dr. Dre,I Need A Doctor,2011,2010s,hip hop,71,0.594,0.946,0.397,155.826,0.79024607174622,0.6905
Chris Brown,Kiss Kiss (feat. T-Pain),2007,2000s,"hip hop, pop, R&B",68,0.729,0.658,0.551,140.043,0.8463286886055935,0.6904
Chris Brown,Kiss Kiss (feat. T-Pain),2007,2000s,"hip hop, pop, R&B",68,0.729,0.658,0.551,140.043,0.8463286886055935,0.6904
Mis-Teeq,Scandalous - U.S. Radio Edit,2004,2000s,"pop, Dance/Electronic",59,0.734,0.668,0.651,99.971,0.819201502124716,0.6903
Nelly,Grillz,2005,2000s,"hip hop, pop, R&B",60,0.867,0.504,0.84,82.996,0.6313370886451231,0.6903
Fetty Wap,679 (feat. Remy Boyz),2015,2010s,"hip hop, pop",74,0.618,0.717,0.603,190.05,0.7301116711137464,0.6898
Kendrick Lamar,HUMBLE.,2017,2010s,hip hop,0,0.906,0.625,0.423,150.018,0.6786737819942682,0.6895
Katy Perry,Waking Up In Vegas,2008,2000s,pop,49,0.524,0.878,0.59,130.989,0.8600652238363474,0.6892
Shop Boyz,Party Like A Rock Star,2007,2000s,"hip hop, pop",61,0.619,0.709,0.68,144.972,0.7847119280561321,0.6891
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",2005,2000s,hip hop,68,0.833,0.628,0.645,106.328,0.665727838719241,0.6889
P!nk,Don't Let Me Get Me - Radio Edit,2001,2000s,pop,60,0.624,0.85,0.615,98.525,0.7787330763909477,0.6888
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),2004,2000s,"pop, R&B",63,0.878,0.417,0.904,77.49,0.6776855420496096,0.6888
Flo Rida,Right Round,2009,2000s,"hip hop, pop",74,0.72,0.672,0.705,124.986,0.6750667061962644,0.6888
Wiz Khalifa,"Work Hard, Play Hard",2012,2010s,"hip hop, pop",62,0.787,0.666,0.485,140.008,0.7925190236189348,0.6885
Juice WRLD,Robbery,2019,2010s,hip hop,53,0.685,0.692,0.578,159.966,0.7605494614092302,0.6882
Alicia Keys,Karma,2003,2000s,"pop, R&B",50,0.727,0.736,0.687,85.098,0.7071350924004348,0.6881
Ariana Grande,Problem,2014,2010s,pop,73,0.66,0.805,0.625,103.008,0.7491847020456567,0.6881
P!nk,Raise Your Glass,2010,2010s,pop,76,0.7,0.709,0.624,122.019,0.7662812530882498,0.688
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),2014,2010s,"hip hop, pop, R&B",55,0.733,0.676,0.701,97.448,0.7342128668840794,0.688
Mariah Carey,We Belong Together,2005,2000s,"pop, R&B",69,0.84,0.476,0.767,139.987,0.622393517145963,0.6878
Jason Derulo,Whatcha Say,2010,2010s,"hip hop, pop",70,0.615,0.711,0.711,144.036,0.7415258424745528,0.6877
Jason Derulo,Whatcha Say,2010,2010s,"hip hop, pop",70,0.615,0.711,0.711,144.036,0.7415258424745528,0.6877
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",2006,2000s,"hip hop, pop",60,0.886,0.62,0.6,76.035,0.7243798794347268,0.6875
Chip,Champion (feat. Chris Brown),2011,2010s,"hip hop, Dance/Electronic",48,0.415,0.934,0.52,190.151,0.8696511512995354,0.6875
Ariana Grande,Side To Side,2016,2010s,pop,0,0.648,0.738,0.603,159.145,0.7229469315149719,0.6875
Eminem,Stan,2000,2000s,hip hop,83,0.78,0.768,0.507,80.063,0.7999308232038739,0.6874
Lloyd Banks,On Fire,2004,2000s,"hip hop, pop",61,0.759,0.825,0.429,94.857,0.8017096551042594,0.6874
Bobby V.,"Slow Down - 12"" Version",2005,2000s,"hip hop, pop, R&B",65,0.568,0.732,0.626,186.048,0.7717165727838718,0.6874
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),2008,2000s,"pop, latin",52,0.635,0.854,0.59,100.851,0.7655894851269889,0.6873
Chris Brown,Ayo,2015,2010s,"hip hop, pop, R&B",71,0.823,0.563,0.682,98.031,0.7618835853345193,0.6873
Drake,Best I Ever Had,2010,2010s,"hip hop, pop, R&B",54,0.431,0.894,0.605,162.161,0.8815594426326713,0.6871
Lasgo,Something,2001,2000s,pop,65,0.643,0.981,0.38,140.01,0.6853444016207135,0.687
Blu Cantrell,Hit 'Em Up Style (Oops!),2001,2000s,"pop, R&B",71,0.667,0.773,0.667,89.976,0.7674177290246071,0.6869
Christina Aguilera,Fighter,2002,2000s,pop,67,0.435,0.92,0.45,188.899,0.9465856309912047,0.6869
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2011,2010s,"hip hop, pop, R&B",71,0.767,0.677,0.538,146.155,0.7108409921929044,0.6867
Jagged Edge,Where the Party At (feat. Nelly),2001,2000s,"hip hop, pop, R&B",67,0.596,0.661,0.86,129.491,0.7053562605000494,0.6866
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],2019,2010s,hip hop,0,0.894,0.511,0.568,120.08,0.7780413084296867,0.6863
Calvin Harris,How Deep Is Your Love,2015,2010s,"hip hop, pop, Dance/Electronic",76,0.738,0.868,0.336,122.003,0.7975590473366932,0.6862
Marshmello,Spotlight,2018,2010s,"pop, Dance/Electronic",71,0.546,0.822,0.615,150.06,0.7921237276410712,0.6861
Justin Bieber,Baby,2010,2010s,pop,81,0.728,0.859,0.535,65.043,0.7548670817274434,0.6859
ScHoolboy Q,Man Of The Year,2014,2010s,"hip hop, pop",0,0.743,0.861,0.391,111.959,0.7550153177191422,0.6856
Céline Dion,That's the Way It Is,1999,1990s,pop,64,0.634,0.886,0.577,93.04,0.7456270382448859,0.6855
The Weeknd,Can't Feel My Face,2015,2010s,"pop, R&B",79,0.705,0.769,0.583,107.949,0.7405870145271272,0.6854
Steve Aoki,Just Hold On,2016,2010s,"hip hop, pop, Dance/Electronic",63,0.647,0.932,0.374,114.991,0.8399545409625456,0.6854
Rihanna,Where Have You Been,2011,2010s,"hip hop, pop, R&B",71,0.719,0.847,0.444,127.963,0.7003656487795237,0.6853
Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",2004,2000s,"hip hop, pop",69,0.713,0.471,0.779,199.764,0.6483842276904832,0.6846
Rascal Flatts,Life is a Highway,2006,2000s,country,0,0.561,0.936,0.594,103.055,0.7463682182033798,0.6846
Neon Trees,Animal,2010,2010s,"rock, pop",64,0.482,0.829,0.739,147.99,0.7381164146654807,0.6844
Bon Jovi,It's My Life,2000,2000s,"rock, metal",78,0.551,0.913,0.544,119.992,0.8128767664789012,0.6843
iio,Rapture (feat.Nadia Ali),2006,2000s,Dance/Electronic,54,0.661,0.855,0.601,123.943,0.5984286984879928,0.684
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",2007,2000s,set(),56,0.733,0.744,0.529,92.515,0.8402016009487102,0.684
Scouting For Girls,This Ain't a Love Song,2017,2010s,"pop, rock",52,0.458,0.905,0.553,176.667,0.8082320387390058,0.6838
Calvin Harris,Under Control (feat. Hurts),2014,2010s,"hip hop, pop, Dance/Electronic",72,0.544,0.915,0.51,126.094,0.8453898606581677,0.6838
Ella Henderson,Ghost,2014,2010s,"pop, Dance/Electronic",63,0.68,0.84,0.468,104.975,0.8247356458148039,0.6838
